product_id,product_name,category,brand,price,created_date,load_type
,Labore Item,Electronics,"Merchant, Handa and Saha",654.66,2026-05-04,DELTA
PRODD202605040002,Ea Item,Beauty,Hans Inc,-100.0,2026-05-04,DELTA
PRODD202605040004,Sapiente Item,Home,"Kakar, Borah and Dugal",1500.42,2026-05-04,DELTA
PRODD202605040004,Vitae Item,Beauty,Batra PLC,546.08,2026-05-04,DELTA
PRODD202605040005,Cupiditate Item,Grocery,Baria and Sons,907.93,2026-05-04,DELTA
PRODD202605040006,Quis Item,Sports,Sinha-Halder,4906.93,2026-05-04,DELTA
PRODD202605040007,Quo Item,Sports,Bandi Group,4039.68,2026-05-04,DELTA
PRODD202605040008,Praesentium Item,Grocery,"Varty, Chandra and Rau",543.93,2026-05-04,DELTA
PRODD202605040009,Quod Item,Sports,Apte-Saha,2669.62,2026-05-04,DELTA
PRODD202605040010,Molestiae Item,Electronics,Upadhyay-Tripathi,2916.67,2026-05-04,DELTA
PRODD202605040011,In Item,Fashion,Hayre Inc,4318.06,2026-05-04,DELTA
PRODD202605040012,Non Item,Sports,Bali-Kala,1993.92,2026-05-04,DELTA
PRODD202605040013,Et Item,Electronics,"Bhatti, Gole and Swaminathan",2290.58,2026-05-04,DELTA
PRODD202605040014,Deserunt Item,Fashion,Basu-Chokshi,160.76,2026-05-04,DELTA
PRODD202605040015,Fugiat Item,Fashion,Parsa LLC,786.3,2026-05-04,DELTA
PRODD202605040016,Eligendi Item,Fashion,"Karpe, Mammen and Puri",3618.04,2026-05-04,DELTA
PRODD202605040017,Soluta Item,Beauty,"Verma, Lanka and Sridhar",732.13,2026-05-04,DELTA
PRODD202605040018,Unde Item,Fashion,Varma LLC,1421.92,2026-05-04,DELTA
PRODD202605040019,Expedita Item,Fashion,"Nadig, Kala and Sur",1605.02,2026-05-04,DELTA
PRODD202605040020,Dolorum Item,Fashion,Varughese-Arora,4413.9,2026-05-04,DELTA
PRODD202605040021,Consectetur Item,Electronics,Kata-Pillay,4341.48,2026-05-04,DELTA
PRODD202605040022,Quasi Item,Electronics,Sachdev-Dua,631.98,2026-05-04,DELTA
PRODD202605040023,Ad Item,Home,Jayaraman and Sons,2809.98,2026-05-04,DELTA
PRODD202605040024,Et Item,Electronics,Gaba Inc,1496.47,2026-05-04,DELTA
PRODD202605040025,Culpa Item,Grocery,"Deshmukh, Raghavan and Wason",1670.43,2026-05-04,DELTA
PRODD202605040026,Natus Item,Grocery,Choudhry Group,2022.82,2026-05-04,DELTA
PRODD202605040027,Eum Item,Beauty,"Pant, Naik and Patla",3226.52,2026-05-04,DELTA
PRODD202605040028,Maiores Item,Home,Bawa-Pai,223.31,2026-05-04,DELTA
PRODD202605040029,Consequatur Item,Fashion,"Chanda, Shukla and Puri",4413.13,2026-05-04,DELTA
PRODD202605040030,Consectetur Item,Electronics,Dutta-Raju,1770.92,2026-05-04,DELTA
PRODD202605040031,Nihil Item,Beauty,Merchant LLC,719.78,2026-05-04,DELTA
PRODD202605040032,Eum Item,Grocery,Talwar-Sood,944.45,2026-05-04,DELTA
PRODD202605040033,Voluptatibus Item,Grocery,Kurian Ltd,1125.12,2026-05-04,DELTA
PRODD202605040034,Voluptatem Item,Electronics,Chadha Inc,2943.23,2026-05-04,DELTA
PRODD202605040035,Provident Item,Home,Bera Ltd,3371.27,2026-05-04,DELTA
PRODD202605040036,Dolorum Item,Grocery,"Ramaswamy, Majumdar and Chauhan",952.13,2026-05-04,DELTA
PRODD202605040037,Eligendi Item,Sports,Sood-Kuruvilla,268.84,2026-05-04,DELTA
PRODD202605040038,Qui Item,Electronics,"Parmer, Ravel and Lata",2426.54,2026-05-04,DELTA
PRODD202605040039,Deserunt Item,Fashion,Doctor-Swamy,4168.09,2026-05-04,DELTA
PRODD202605040040,Labore Item,Home,"Kala, Chana and Savant",3708.58,2026-05-04,DELTA
PRODD202605040041,Porro Item,Fashion,"Boase, Ahuja and Patil",4122.17,2026-05-04,DELTA
PRODD202605040042,Eveniet Item,Sports,Gill-Parmar,1361.6,2026-05-04,DELTA
PRODD202605040043,Nemo Item,Home,Rajan-Kapur,1633.92,2026-05-04,DELTA
PRODD202605040044,Eos Item,Fashion,Hora-Kurian,2863.27,2026-05-04,DELTA
PRODD202605040045,Earum Item,Fashion,Borah-Bhasin,2672.27,2026-05-04,DELTA
PRODD202605040046,Alias Item,Fashion,Bakshi and Sons,1288.08,2026-05-04,DELTA
PRODD202605040047,Explicabo Item,Beauty,Bains Inc,1279.65,2026-05-04,DELTA
PRODD202605040048,Delectus Item,Fashion,Shere-Prashad,1130.33,2026-05-04,DELTA
PRODD202605040049,Aliquam Item,Grocery,Rao-Deol,3917.12,2026-05-04,DELTA
PRODD202605040050,Minima Item,Electronics,"Prabhakar, Sinha and Sodhi",3014.56,2026-05-04,DELTA
PRODD202605040051,Impedit Item,Home,Choudhry-Chatterjee,2664.46,2026-05-04,DELTA
PRODD202605040052,Delectus Item,Sports,"Thakur, Mukhopadhyay and Thaker",3613.41,2026-05-04,DELTA
PRODD202605040053,Illo Item,Grocery,Chander Group,143.82,2026-05-04,DELTA
PRODD202605040054,Doloribus Item,Home,Kulkarni-Dixit,519.65,2026-05-04,DELTA
PRODD202605040055,Autem Item,Fashion,"Kunda, Bhakta and Mani",3208.99,2026-05-04,DELTA
PRODD202605040056,Pariatur Item,Sports,"Chadha, Jain and Sankaran",1434.18,2026-05-04,DELTA
PRODD202605040057,Perferendis Item,Beauty,Sarkar Inc,2676.2,2026-05-04,DELTA
PRODD202605040058,Suscipit Item,Electronics,Vohra-Menon,4172.75,2026-05-04,DELTA
PRODD202605040059,Repudiandae Item,Grocery,"Thakur, Borra and Dua",614.1,2026-05-04,DELTA
PRODD202605040060,Molestiae Item,Home,Wali Ltd,4324.12,2026-05-04,DELTA
PRODD202605040061,Debitis Item,Sports,Morar-Chadha,4739.5,2026-05-04,DELTA
PRODD202605040062,Inventore Item,Beauty,Padmanabhan-Aggarwal,3023.35,2026-05-04,DELTA
PRODD202605040063,Rerum Item,Home,Khare-Kakar,103.46,2026-05-04,DELTA
PRODD202605040064,Eius Item,Sports,Verma Group,2348.32,2026-05-04,DELTA
PRODD202605040065,Aperiam Item,Beauty,Varkey and Sons,823.02,2026-05-04,DELTA
PRODD202605040066,Voluptatibus Item,Sports,Garde-Parsa,3657.32,2026-05-04,DELTA
PRODD202605040067,Dolor Item,Beauty,Bhargava-Master,4595.63,2026-05-04,DELTA
PRODD202605040068,Sint Item,Sports,Kashyap-Mall,899.29,2026-05-04,DELTA
PRODD202605040069,Inventore Item,Beauty,Ramakrishnan-Kadakia,1550.43,2026-05-04,DELTA
PRODD202605040070,Unde Item,Grocery,Rajagopal-Lal,2663.26,2026-05-04,DELTA
PRODD202605040071,Perspiciatis Item,Home,Sant-Nigam,4790.59,2026-05-04,DELTA
PRODD202605040072,Reiciendis Item,Beauty,Krish Inc,2486.04,2026-05-04,DELTA
PRODD202605040073,Blanditiis Item,Grocery,Bobal LLC,4823.22,2026-05-04,DELTA
PRODD202605040074,Debitis Item,Beauty,Borah Ltd,4725.04,2026-05-04,DELTA
PRODD202605040075,Quia Item,Sports,Panchal PLC,3389.14,2026-05-04,DELTA
PRODD202605040076,Libero Item,Beauty,"Walia, Bora and Gade",1398.36,2026-05-04,DELTA
PRODD202605040077,Eius Item,Fashion,Vyas-Sabharwal,287.03,2026-05-04,DELTA
PRODD202605040078,Molestiae Item,Beauty,Trivedi Ltd,1458.27,2026-05-04,DELTA
PRODD202605040079,Quod Item,Grocery,Kata and Sons,1999.2,2026-05-04,DELTA
PRODD202605040080,Ex Item,Electronics,Chaudhuri-Bora,346.39,2026-05-04,DELTA
PRODD202605040081,Expedita Item,Electronics,"Narasimhan, Gandhi and Gera",2804.54,2026-05-04,DELTA
PRODD202605040082,Iste Item,Beauty,"Lalla, Mangat and Pathak",1735.94,2026-05-04,DELTA
PRODD202605040083,Odio Item,Beauty,Kadakia Inc,3487.01,2026-05-04,DELTA
PRODD202605040084,Optio Item,Fashion,Chauhan-Bhalla,834.01,2026-05-04,DELTA
PRODD202605040085,Commodi Item,Sports,"Kala, Dutt and Mall",4496.62,2026-05-04,DELTA
PRODD202605040086,Optio Item,Electronics,Srivastava and Sons,3056.07,2026-05-04,DELTA
PRODD202605040087,Aspernatur Item,Electronics,"Chaudhary, Master and Brar",4631.59,2026-05-04,DELTA
PRODD202605040088,Hic Item,Home,Kapoor Group,4103.86,2026-05-04,DELTA
PRODD202605040089,Magnam Item,Grocery,Majumdar-Oza,2658.77,2026-05-04,DELTA
PRODD202605040090,Vero Item,Beauty,Prasad-Das,4797.97,2026-05-04,DELTA
PRODD202605040091,Numquam Item,Home,Hari Inc,3300.22,2026-05-04,DELTA
PRODD202605040092,Atque Item,Grocery,Nigam-Lala,2444.86,2026-05-04,DELTA
PRODD202605040093,Quae Item,Electronics,Ramanathan-Pillay,3623.71,2026-05-04,DELTA
PRODD202605040094,Occaecati Item,Fashion,"Chana, Prabhu and Borah",294.06,2026-05-04,DELTA
PRODD202605040095,Nihil Item,Home,Pandit-Nayak,3392.31,2026-05-04,DELTA
PRODD202605040096,Tempora Item,Grocery,"Chander, Sarna and Dhillon",4105.39,2026-05-04,DELTA
PRODD202605040097,Quos Item,Sports,Krishna-Dube,2019.69,2026-05-04,DELTA
PRODD202605040098,Autem Item,Electronics,Saraf Inc,3371.28,2026-05-04,DELTA
PRODD202605040099,Cum Item,Grocery,Chander-Modi,2174.95,2026-05-04,DELTA
PRODD202605040100,Perspiciatis Item,Home,Ghose Ltd,3737.3,2026-05-04,DELTA
