product_id,product_name,category,brand,price,created_date,load_type
,Aliquam Item,Beauty,"Murty, Rajagopalan and Krishna",3189.42,2026-05-06,DELTA
PRODD202605060002,Cumque Item,Sports,Buch Ltd,-100.0,2026-05-06,DELTA
PRODD202605060004,Adipisci Item,Electronics,Ratti-Ramaswamy,2642.43,2026-05-06,DELTA
PRODD202605060004,Aperiam Item,Home,"Dube, Tandon and Dhar",1842.21,2026-05-06,DELTA
PRODD202605060005,Sint Item,Grocery,Nath-Dalal,3377.92,2026-05-06,DELTA
PRODD202605060006,Eligendi Item,Fashion,"Pant, Roy and Ahuja",362.52,2026-05-06,DELTA
PRODD202605060007,Sapiente Item,Sports,"Ben, Borra and Lad",2949.01,2026-05-06,DELTA
PRODD202605060008,Quasi Item,Electronics,Ratti PLC,4566.16,2026-05-06,DELTA
PRODD202605060009,Aut Item,Sports,Sanghvi Ltd,2191.37,2026-05-06,DELTA
PRODD202605060010,Labore Item,Grocery,"Patla, Agarwal and Jani",4279.74,2026-05-06,DELTA
PRODD202605060011,Temporibus Item,Grocery,Kalla-Din,1079.5,2026-05-06,DELTA
PRODD202605060012,Non Item,Grocery,Karan Group,2500.58,2026-05-06,DELTA
PRODD202605060013,Iste Item,Fashion,Nayak Ltd,4434.56,2026-05-06,DELTA
PRODD202605060014,Suscipit Item,Grocery,Kadakia-Dube,109.08,2026-05-06,DELTA
PRODD202605060015,Ea Item,Sports,"Saini, Anne and Dutt",4535.01,2026-05-06,DELTA
PRODD202605060016,Perspiciatis Item,Sports,"Mahal, Ramachandran and Gopal",79.04,2026-05-06,DELTA
PRODD202605060017,Id Item,Sports,Prashad Ltd,2008.96,2026-05-06,DELTA
PRODD202605060018,Quas Item,Electronics,Seth LLC,3462.44,2026-05-06,DELTA
PRODD202605060019,Saepe Item,Home,"Lad, Parikh and Vohra",1385.54,2026-05-06,DELTA
PRODD202605060020,Perspiciatis Item,Home,"Bhagat, Dhawan and Kala",2583.54,2026-05-06,DELTA
PRODD202605060021,Ad Item,Beauty,Bhattacharyya-Bassi,685.03,2026-05-06,DELTA
PRODD202605060022,Iure Item,Fashion,Mohan-Barman,3643.8,2026-05-06,DELTA
PRODD202605060023,Adipisci Item,Electronics,Sengupta-Mody,3882.64,2026-05-06,DELTA
PRODD202605060024,Corrupti Item,Fashion,Vohra-Rajan,3895.19,2026-05-06,DELTA
PRODD202605060025,Possimus Item,Home,"Nadkarni, Deep and Mangat",4073.3,2026-05-06,DELTA
PRODD202605060026,Adipisci Item,Fashion,"Yadav, Tandon and Mahajan",376.74,2026-05-06,DELTA
PRODD202605060027,Consequuntur Item,Electronics,Pingle-Badal,2934.78,2026-05-06,DELTA
PRODD202605060028,Odit Item,Fashion,Swamy-Sachdeva,1905.49,2026-05-06,DELTA
PRODD202605060029,Facilis Item,Electronics,Puri-Kota,837.97,2026-05-06,DELTA
PRODD202605060030,Rem Item,Fashion,Char LLC,390.56,2026-05-06,DELTA
PRODD202605060031,Quos Item,Electronics,Ramesh LLC,3168.58,2026-05-06,DELTA
PRODD202605060032,Doloremque Item,Electronics,Bhatia-Mandal,1457.09,2026-05-06,DELTA
PRODD202605060033,Eius Item,Beauty,Pau-Mannan,1684.16,2026-05-06,DELTA
PRODD202605060034,Iste Item,Home,Borde Ltd,2636.57,2026-05-06,DELTA
PRODD202605060035,Nobis Item,Sports,Bedi Ltd,3355.41,2026-05-06,DELTA
PRODD202605060036,Dolorum Item,Grocery,"Devi, Doshi and Sane",4910.68,2026-05-06,DELTA
PRODD202605060037,Vero Item,Sports,Sami-Tailor,3941.08,2026-05-06,DELTA
PRODD202605060038,Saepe Item,Fashion,"Dugar, Salvi and Prashad",1008.36,2026-05-06,DELTA
PRODD202605060039,Deleniti Item,Grocery,Karnik-Mall,2504.58,2026-05-06,DELTA
PRODD202605060040,Consequatur Item,Sports,Bhattacharyya-Mittal,1993.21,2026-05-06,DELTA
PRODD202605060041,Quasi Item,Beauty,"Basak, Yogi and Ramachandran",1866.42,2026-05-06,DELTA
PRODD202605060042,Magni Item,Grocery,"Raja, Chauhan and Misra",3895.97,2026-05-06,DELTA
PRODD202605060043,Nemo Item,Home,"Doshi, Dada and Bose",3203.68,2026-05-06,DELTA
PRODD202605060044,Reprehenderit Item,Sports,Raj PLC,3953.45,2026-05-06,DELTA
PRODD202605060045,Officiis Item,Sports,Srinivas-Maharaj,3553.23,2026-05-06,DELTA
PRODD202605060046,Consectetur Item,Electronics,Ghose Ltd,4644.82,2026-05-06,DELTA
PRODD202605060047,Quaerat Item,Electronics,Sangha-Sunder,3063.76,2026-05-06,DELTA
PRODD202605060048,Accusantium Item,Fashion,"Krishna, Loke and Morar",2131.54,2026-05-06,DELTA
PRODD202605060049,Pariatur Item,Beauty,Yohannan Group,4063.83,2026-05-06,DELTA
PRODD202605060050,Recusandae Item,Sports,Bhatt-Karan,4715.9,2026-05-06,DELTA
PRODD202605060051,Sed Item,Sports,Kumar Inc,583.23,2026-05-06,DELTA
PRODD202605060052,Quis Item,Sports,Tripathi Group,2335.29,2026-05-06,DELTA
