product_id,product_name,category,brand,price,created_date,load_type
,Iusto Item,Fashion,Bhagat Group,141.87,2026-05-02,DELTA
PRODD202605020002,Impedit Item,Grocery,Joshi-Nanda,-100.0,2026-05-02,DELTA
PRODD202605020004,Dolorum Item,Grocery,Agarwal-Bhatt,2719.65,2026-05-02,DELTA
PRODD202605020004,Reiciendis Item,Electronics,Sachdev LLC,4509.7,2026-05-02,DELTA
PRODD202605020005,Eveniet Item,Sports,Lad-Shenoy,3884.86,2026-05-02,DELTA
PRODD202605020006,Adipisci Item,Grocery,Saran-Sane,2791.76,2026-05-02,DELTA
PRODD202605020007,Sunt Item,Electronics,"Srinivasan, Sunder and Tripathi",445.16,2026-05-02,DELTA
PRODD202605020008,Sunt Item,Home,Johal LLC,3508.06,2026-05-02,DELTA
PRODD202605020009,At Item,Grocery,Oommen-Doctor,2175.1,2026-05-02,DELTA
PRODD202605020010,Harum Item,Beauty,Sant-Maharaj,3556.87,2026-05-02,DELTA
PRODD202605020011,Reprehenderit Item,Beauty,Mutti and Sons,1044.45,2026-05-02,DELTA
PRODD202605020012,Laborum Item,Beauty,Badal Ltd,2657.86,2026-05-02,DELTA
PRODD202605020013,Fuga Item,Home,Panchal Ltd,2850.55,2026-05-02,DELTA
PRODD202605020014,Autem Item,Electronics,"Malhotra, Baral and Radhakrishnan",824.21,2026-05-02,DELTA
PRODD202605020015,Eos Item,Sports,"Dube, Kurian and Raval",4508.0,2026-05-02,DELTA
PRODD202605020016,Maiores Item,Home,Jayaraman and Sons,2620.87,2026-05-02,DELTA
PRODD202605020017,Odit Item,Beauty,Bawa Inc,4983.21,2026-05-02,DELTA
PRODD202605020018,In Item,Fashion,"Chawla, Ghose and Sanghvi",1740.96,2026-05-02,DELTA
PRODD202605020019,Hic Item,Fashion,Varty LLC,4014.23,2026-05-02,DELTA
PRODD202605020020,Optio Item,Beauty,"Bal, Chaudhari and Dutt",3492.11,2026-05-02,DELTA
PRODD202605020021,Tenetur Item,Home,Patil Inc,3943.22,2026-05-02,DELTA
