product_id,product_name,category,brand,price,created_date,load_type
,Doloremque Item,Electronics,"Narasimhan, Thaker and Kamdar",4740.24,2026-05-03,DELTA
PRODD202605030002,Totam Item,Fashion,Balan-D’Alia,-100.0,2026-05-03,DELTA
PRODD202605030004,Architecto Item,Electronics,"Keer, Pai and Sethi",1239.33,2026-05-03,DELTA
PRODD202605030004,Vero Item,Home,Kapur-Chahal,4926.12,2026-05-03,DELTA
PRODD202605030005,Quos Item,Electronics,"Dada, Bansal and Balan",3850.27,2026-05-03,DELTA
PRODD202605030006,Ipsa Item,Home,"Gola, Kumer and Ratti",2869.03,2026-05-03,DELTA
PRODD202605030007,Amet Item,Beauty,Dora PLC,3476.04,2026-05-03,DELTA
PRODD202605030008,Sunt Item,Fashion,Lad-Shankar,4725.11,2026-05-03,DELTA
PRODD202605030009,Dolorum Item,Fashion,Kari-Chaudhry,4070.11,2026-05-03,DELTA
PRODD202605030010,Totam Item,Fashion,Ben-Vala,2099.83,2026-05-03,DELTA
PRODD202605030011,Aut Item,Beauty,Saran Group,2404.94,2026-05-03,DELTA
PRODD202605030012,Numquam Item,Grocery,Loyal Ltd,4850.28,2026-05-03,DELTA
PRODD202605030013,Delectus Item,Electronics,"Parmer, Sen and Badami",2818.37,2026-05-03,DELTA
PRODD202605030014,Error Item,Fashion,Mallick-Batra,2186.88,2026-05-03,DELTA
PRODD202605030015,Molestias Item,Home,Doctor-Wable,1263.86,2026-05-03,DELTA
PRODD202605030016,Dolore Item,Beauty,Parsa PLC,3624.35,2026-05-03,DELTA
PRODD202605030017,Provident Item,Sports,Walia-Thakkar,2858.68,2026-05-03,DELTA
PRODD202605030018,Placeat Item,Sports,Brar-Yogi,385.82,2026-05-03,DELTA
PRODD202605030019,Nihil Item,Beauty,Vasa-Mandal,4658.15,2026-05-03,DELTA
PRODD202605030020,Autem Item,Beauty,Buch and Sons,1270.14,2026-05-03,DELTA
PRODD202605030021,Ex Item,Fashion,Raghavan-Banerjee,59.41,2026-05-03,DELTA
PRODD202605030022,Laudantium Item,Home,"Jayaraman, Tata and Basak",1027.22,2026-05-03,DELTA
PRODD202605030023,Voluptatibus Item,Fashion,Dhingra-Sheth,3867.28,2026-05-03,DELTA
PRODD202605030024,Dicta Item,Electronics,Natt and Sons,3243.22,2026-05-03,DELTA
PRODD202605030025,Mollitia Item,Electronics,Kadakia-Raj,1321.31,2026-05-03,DELTA
PRODD202605030026,Commodi Item,Sports,Korpal PLC,2492.55,2026-05-03,DELTA
PRODD202605030027,Quibusdam Item,Sports,Bhardwaj-Nagi,1234.01,2026-05-03,DELTA
PRODD202605030028,Optio Item,Fashion,Sankaran and Sons,1439.97,2026-05-03,DELTA
PRODD202605030029,Sit Item,Electronics,"Mammen, Tank and Prakash",3674.47,2026-05-03,DELTA
PRODD202605030030,Incidunt Item,Fashion,"Tailor, Basu and Ben",3260.44,2026-05-03,DELTA
PRODD202605030031,Reiciendis Item,Grocery,Kumer-Sabharwal,1267.4,2026-05-03,DELTA
PRODD202605030032,Cumque Item,Home,Prashad-Mammen,805.2,2026-05-03,DELTA
PRODD202605030033,Quam Item,Sports,Vala Ltd,4558.77,2026-05-03,DELTA
PRODD202605030034,Libero Item,Fashion,Basu-Das,2103.38,2026-05-03,DELTA
PRODD202605030035,Nostrum Item,Beauty,Thakur-Nigam,3891.23,2026-05-03,DELTA
PRODD202605030036,Quod Item,Beauty,Sha-Sarraf,527.59,2026-05-03,DELTA
PRODD202605030037,Qui Item,Beauty,"Natarajan, Kashyap and Devan",4896.72,2026-05-03,DELTA
PRODD202605030038,Inventore Item,Beauty,"Seshadri, Nayar and Kale",1819.42,2026-05-03,DELTA
PRODD202605030039,Similique Item,Grocery,Barman and Sons,2821.68,2026-05-03,DELTA
PRODD202605030040,Temporibus Item,Home,Borra-Joshi,4627.14,2026-05-03,DELTA
PRODD202605030041,Debitis Item,Grocery,Bains-Kota,80.15,2026-05-03,DELTA
PRODD202605030042,Quis Item,Beauty,"Ranganathan, Choudhury and Prabhu",3832.45,2026-05-03,DELTA
PRODD202605030043,Nulla Item,Grocery,"Mangal, Deo and Gulati",3534.99,2026-05-03,DELTA
PRODD202605030044,Mollitia Item,Electronics,"Iyengar, Sengupta and Vohra",645.58,2026-05-03,DELTA
PRODD202605030045,Accusamus Item,Beauty,"Kamdar, Seth and Buch",4816.58,2026-05-03,DELTA
PRODD202605030046,Omnis Item,Sports,Sant LLC,4592.24,2026-05-03,DELTA
PRODD202605030047,Quidem Item,Fashion,"Bail, Shan and Mane",3082.67,2026-05-03,DELTA
PRODD202605030048,Necessitatibus Item,Beauty,Din Inc,3676.53,2026-05-03,DELTA
PRODD202605030049,Explicabo Item,Home,Nazareth-Mittal,2682.85,2026-05-03,DELTA
PRODD202605030050,Itaque Item,Home,Nadkarni-Saraf,3816.8,2026-05-03,DELTA
PRODD202605030051,Molestias Item,Electronics,Rajan Ltd,3210.79,2026-05-03,DELTA
PRODD202605030052,Eos Item,Electronics,Hayer-Comar,4999.19,2026-05-03,DELTA
PRODD202605030053,Eos Item,Sports,"Dhar, Dey and Goda",4326.42,2026-05-03,DELTA
PRODD202605030054,Eos Item,Sports,Mander and Sons,2986.0,2026-05-03,DELTA
PRODD202605030055,Consequatur Item,Home,Kashyap Group,1854.5,2026-05-03,DELTA
PRODD202605030056,Saepe Item,Beauty,"Grewal, Balasubramanian and Mittal",3392.42,2026-05-03,DELTA
PRODD202605030057,Temporibus Item,Grocery,"Sehgal, Kale and Tara",3018.34,2026-05-03,DELTA
PRODD202605030058,Aperiam Item,Home,Ghosh and Sons,1110.56,2026-05-03,DELTA
PRODD202605030059,Eligendi Item,Home,Sem-Kalla,1942.68,2026-05-03,DELTA
